"cases","defennm","NewOrgname","NewUltorg"
"{04-2002-9079}","Fruit of the Loom, Inc.","Fruit of the Loom","Berkshire Hathaway"
"{08-2006-0073}","Frontier Refining, Inc.","Frontier Refining","Frontier Oil"
"{07-2006-0084}","FRONTIER EL DORADO REFINING COMPANY","Frontier El Dorado Refining","Frontier Oil"
"{03-2001-0427}","FOULKE MANAGEMENT CORP D/B/A ATLANTIC CHRYSLER","Foulke Management",
"{03-2009-0061}","FOSTER WHEELER ENERGY CORPORATION","Foster Wheeler",
"{09-2007-0108}","Fort Ord Reuse Authority (Army)","US Army","US Dept of Defense"
"{05-2004-0515}","FORT JAMES OPERATING COMPANY, INC.","Fort James Corp",
"{05-2003-0417,05-2005-0638}","FORT JAMES OPERATING COMPANY","Fort James Corp",
"{05-2003-0417,03-2001-0427,01-2007-0507}","FORT JAMES CORPORATION","Fort James Corp",
"{01-2006-0203}","FORT JAMES","Fort James Corp",
"{04-2003-9004}","FORT BENNING (U.S. ARMY INSTALLATION","US Army","US Dept of Defense"
"{02-2003-2012,02-2005-2013,02-2005-2033,09-2002-0174,09-2002-0184}","Ford Motor Company","Ford Motor Co",
"{05-2009-1003,05-2005-0638,03-2001-0430,07-2004-0256,05-2006-0738,05-2003-0415,05-2003-0442,05-2003-0445,05-2003-0405,03-2001-0427,07-2001-0304}","FORD MOTOR COMPANY","Ford Motor Co",
"{06-2002-0918,02-2009-2006}","Ford Motor Co.","Ford Motor Co",
"{02-2001-2001}","FORD MOTOR CO","Ford Motor Co",
"{03-2007-0033,10-2004-0010,09-2002-0183}","FMC Corporation","FMC Corp",
"{04-2007-3759,04-2004-9006,02-2005-0016,04-2005-3777}","FMC CORPORATION","FMC Corp",
"{02-2009-2006}","FMC Corp.","FMC Corp",
"{04-2003-3504}","FMC CORP.","FMC Corp",
"{02-2001-0014}","FMC CORP","FMC Corp",
"{01-2007-0507}","FLUOR POWER SYSTEMS","Fluor Corp",
"{01-2006-0203}","FLUOR POWER","Fluor Corp",
"{04-2002-3753}","Florida, State of, Dept. of Juvenile Justice","Florida Dept of Juvenile Justice","State of Florida"
"{04-2006-3758}","FLORIDA STATE UNIVERSITY (CAPITAL CENTER MOTOR POO","Florida State University",
"{04-2003-9004}","FLORIDA STATE UNIVERSITY","Florida State University",
"{04-2007-9032}","FLORIDA POWER & LIGHT COMPANY","Florida Power & Light","NextEra Energy"
"{04-2004-3751}","FLORIDA POWER & LIGHT","Florida Power & Light","NextEra Energy"
"{04-2003-9004}","FLORIDA DEPT OF AGRICULTURE & CONSUMER SERVICES","Florida Dept of Agriculture","State of Florida"
"{04-2001-3754}","FLORIDA DEPARTMENT OF TRANSPORTATION","Florida Dept of Transportation","State of Florida"
"{04-2003-9004,04-2006-3758}","FLORIDA DEPARTMENT OF MANAGEMENT SERVICES","Florida Dept of Management Services","State of Florida"
"{04-2006-3758}","FLORIDA DEPARTMENT OF HIGHWAY SAFETY & MOTOR VEHIC","Florida Dept of Highway Safety","State of Florida"
"{04-2003-9004}","FLORIDA DEPARTMENT OF HIGHWAY SAFETY","Florida Dept of Highway Safety","State of Florida"
"{04-2004-3751}","FLORIDA DEPARTMENT OF FORESTRY","Florida Dept of Forestry","State of Florida"
"{04-2006-3758}","FLORIDA DEPARTMENT OF CORRECTIONS","Florida Dept of Corrections","State of Florida"
"{04-2006-3758}","FLORIDA DEPARTMENT OF AGRICULTURE AND CONSUMER SER","Florida Dept of Agriculture","State of Florida"
"{HQ-2008-0001}","Flint Hills Resources Alaska, LLC","Flint Hills Resources","Koch Industries"
"{05-2007-0832}","Flint Group, International","Flint Group",
"{01-2006-0203}","FLEET BANK/BANK OF AMERICA","Bank of America",
"{01-2007-0507}","FLEET BANK","Bank of America",
"{04-2004-9006}","FITZSIMMON ARMY MEDICAL CENTER","US Army","US Dept of Defense"
"{07-2004-0256}","FEDEX FREIGHT EAST, INC","FedEx Corp",
"{04-2003-9004}","FEDEX CORP.","FedEx Corp",
"{04-2003-9004}","FEDERAL EXPRESS nka FEDEX CORP.","FedEx Corp",
"{04-2003-9004}","FEDERAL EXPRESS nka FEDEX CORP.","FedEx Corp",
"{04-2003-9004}","FEDERAL EXPRESS nka FEDEX CORP.","FedEx Corp",
"{03-2001-0427}","FEDERAL EXPRESS CORPORATION","Federal Express Corp","FedEx Corp"
"{03-2001-0427}","FEDERAL EXPRESS CORPORATION","Federal Express Corp","FedEx Corp"
"{03-2001-0427}","FEDERAL EXPRESS CORPORATION","Federal Express Corp","FedEx Corp"
"{04-2002-3753}","Federal Express Corp.","Federal Express Corp","FedEx Corp"
"{04-2002-3753}","Federal Express Corp.","Federal Express Corp","FedEx Corp"
"{04-2002-3753}","Federal Express Corp.","Federal Express Corp","FedEx Corp"
"{04-2006-3758}","FEDERAL EXPRESS CORP.","Federal Express Corp","FedEx Corp"
"{04-2006-3758}","FEDERAL EXPRESS CORP.","Federal Express Corp","FedEx Corp"
"{04-2006-3758}","FEDERAL EXPRESS CORP.","Federal Express Corp","FedEx Corp"
"{07-2001-0304,04-2004-3751}","FEDERAL EXPRESS","Federal Express Corp","FedEx Corp"
"{04-2004-3751,07-2001-0304}","FEDERAL EXPRESS","Federal Express Corp","FedEx Corp"
"{04-2004-3751,07-2001-0304}","FEDERAL EXPRESS","Federal Express Corp","FedEx Corp"
"{05-2004-0524,07-2004-0365}","FARMLAND INDUSTRIES","Farmland Industries",
"{06-2001-3715}","EXXONMOBIL REFINERY COMPLEX","Exxon Mobil",
"{09-2006-0020,02-2004-0006}","ExxonMobil Oil Corporation","Exxon Mobil",
"{02-2008-2011}","ExxonMobil Corporation","Exxon Mobil",
"{06-2001-0271,04-2003-3506}","EXXONMOBIL CORPORATION","Exxon Mobil",
"{04-2003-9004,04-2006-3758}","EXXONMOBIL CORP.","Exxon Mobil",
"{05-2002-0369}","EXXONMOBIL CORP (FORMERLY MOBIL)","Exxon Mobil",
"{02-2007-2006}","ExxonMobil Corp","Exxon Mobil",
"{08-2003-0049,06-2002-3716}","ExxonMobil","Exxon Mobil",
"{04-2008-3760,05-2007-0832}","EXXON MOBILE CORPORATION","Exxon Mobil",
"{03-2001-0237}","EXXON MOBILE CORP","Exxon Mobil",
"{03-2008-0107}","EXXON MOBIL, CORP.","Exxon Mobil",
"{03-2008-0107}","EXXON MOBIL, CORP.","Exxon Mobil",
"{09-2004-0412,09-2009-2508}","Exxon Mobil Oil Corporation","Exxon Mobil",
"{09-2004-0412,09-2009-2508}","Exxon Mobil Oil Corporation","Exxon Mobil",
"{05-2003-0405}","EXXON MOBIL CORPORATION FOR MOBIL OIL CORPORATION","Exxon Mobil",
"{05-2003-0405}","EXXON MOBIL CORPORATION FOR MOBIL OIL CORPORATION","Exxon Mobil",
"{09-2002-0183,02-2004-0006,09-2008-7002,09-2005-0275,09-2004-0412}","Exxon Mobil Corporation","Exxon Mobil",
"{09-2002-0183,02-2004-0006,09-2008-7002,09-2004-0412,09-2005-0275}","Exxon Mobil Corporation","Exxon Mobil",
"{07-2005-0408,04-2005-3761,02-2005-0016,04-2002-9064,04-2006-3754,03-2006-0051,04-2010-3763,04-2006-3751,04-2009-3817,04-2004-9006,04-2005-3762,04-2005-3757,04-2007-9034,04-2005-3758,04-2005-3759}","EXXON MOBIL CORPORATION","Exxon Mobil",
"{04-2005-3758,04-2005-3759,03-2006-0051,04-2005-3762,07-2005-0408,04-2007-9034,04-2010-3763,04-2009-3817,02-2005-0016,04-2005-3761,04-2002-9064,04-2006-3754,04-2006-3751,04-2004-9006,04-2005-3757}","EXXON MOBIL CORPORATION","Exxon Mobil",
"{02-2003-2012,02-2009-2006}","Exxon Mobil Corp.","Exxon Mobil",
"{02-2009-2006,02-2003-2012}","Exxon Mobil Corp.","Exxon Mobil",
"{04-2006-3805,01-2006-0203,02-2001-2001}","EXXON MOBIL CORP","Exxon Mobil",
"{01-2006-0203,04-2006-3805,02-2001-2001}","EXXON MOBIL CORP","Exxon Mobil",
"{03-2001-0427}","EXXON MOBIL COMPANY","Exxon Mobil",
"{03-2001-0427}","EXXON MOBIL COMPANY","Exxon Mobil",
"{02-2009-7306}","Exxon Mobil","Exxon Mobil",
"{02-2009-7306}","Exxon Mobil","Exxon Mobil",
"{01-2007-0507}","EXXON MOBIIL CORPORATION","Exxon Mobil",
"{05-2004-0547}","EXXON CORP.","Exxon Corp","Exxon Mobil"
"{05-2002-0369}","ETHYL CORP","Ethyl Corp",
"{05-2003-0405}","ERICSSON INC.","Ericsson Inc",
"{03-2003-0385}","ERGON-WEST VIRGINIA, INC","Ergon-West Virginia","Ergon Inc"
"{04-2003-9025}","ERGON WEST VIRGINIA, INC. (EWV)","Ergon-West Virginia","Ergon Inc"
"{04-2003-9025}","ERGON REFINING, INC. (ERI)","Ergon Inc",
"{06-2007-2815}","EPEC Polymers, Inc.","EPEC Polymers","El Paso Corp"
"{04-2002-9064,03-2001-0427}","EPEC POLYMERS, INC.","EPEC Polymers","El Paso Corp"
"{02-2004-2011}","EPEC Polymers Inc oboi & EPEC Oil Co Liquidating T","EPEC Polymers","El Paso Corp"
"{02-2007-2009}","EPEC Polymers Inc obo itself & EPEC Oil Co Liquidi","EPEC Polymers","El Paso Corp"
"{05-2003-0424}","EPEC (EL PASO ENERGY CORPORTATION) POLYMERS, INC","EPEC Polymers","El Paso Corp"
"{04-2001-3750}","ENTERGY","Entergy Corp",
"{07-2001-0304}","EMPIRE DISTRICT ELECTRIC COMPANY","Empire District Electric",
"{02-2009-2006}","Emerson Puerto Rico, Inc.","Emerson Puerto Rico","Emerson"
"{09-2004-0357}","Emerson Electric Company","Emerson Electric","Emerson"
"{09-2004-0357}","Emerson Electric Company","Emerson Electric","Emerson"
"{04-2002-3753}","Emerson Electric Co.","Emerson Electric","Emerson"
"{04-2002-3753}","Emerson Electric Co.","Emerson Electric","Emerson"
"{05-2002-0093}","EMERSON ELECTRIC CO.","Emerson Electric","Emerson"
"{05-2002-0093}","EMERSON ELECTRIC CO.","Emerson Electric","Emerson"
"{01-2009-5555}","EMERSON ELECTRIC","Emerson Electric","Emerson"
"{01-2009-5555}","EMERSON ELECTRIC","Emerson Electric","Emerson"
"{04-2007-3759}","ELF ATOCHEM NORTH AMERICA, INC.","Elf Atochem North America",
"{04-2002-9064}","EL PASO TENNESSEE PIPELINE COMPANY","El Paso Tennessee Pipeline","El Paso Corp"
"{06-2007-2815}","El Paso Tennessee Pipeline","El Paso Tennessee Pipeline","El Paso Corp"
"{04-2004-9024}","EL PASO NATURAL GAS COMPANY","El Paso Corp",
"{09-2007-0002}","El Paso Merchant Energy Petroleum Company","El Paso Merchant Energy","El Paso Corp"
"{04-2002-9064}","EL PASO CORPORATION","El Paso Corp",
"{04-2006-3758}","EL PASO CORP.","El Paso Corp",
"{06-2002-1094}","El Paso CGP Company & El Paso Merchant Energy-Petr","El Paso CGP","El Paso Corp"
"{07-2004-0256}","EI DU PONT NEMOURS & COMPANY","DuPont Co",
"{05-2004-0527,07-2007-0085}","EI DU PONT DE NEMOURS AND COMPANY","DuPont Co",
"{02-2008-2011}","EI DU PONT DE NEMOURS AND CO","DuPont Co",
"{04-2006-3797}","ECOLAB, INC.","Ecolab Inc",
"{04-2006-3797}","EATON HYDRAULICS, INC.","Eaton Hydraulics","Eaton Corp"
"{05-2009-1019}","EATON CORPORATION / EATON AEROQUIP, INC.","Eaton Corp",
"{09-2004-0022,02-2009-2006}","Eaton Corporation","Eaton Corp",
"{05-2005-0638,07-2001-0304,05-2005-0635}","EATON CORPORATION","Eaton Corp",
"{04-2003-3504}","EATON AEROSPACE LLC","Eaton Aerospace","Eaton Corp"
"{04-2004-9006}","EATON AEROQUIP, INC.","Eaton Aeroquip","Eaton Corp"
"{02-2008-2003}","Eastman Kodak Company","Eastman Kodak",
"{04-2007-3759}","EASTMAN KODAK COMPANY","Eastman Kodak",
"{04-2002-9002,03-2001-0427}","EASTMAN CHEMICAL COMPANY","Eastman Chemical",
"{04-2009-4774}","EASTERN BAND OF CHEROKEE INDIANS","Eastern Band of Cherokee Indians",
"{06-2003-3339}","E.I. DuPont DeNemours & Company","DuPont Co",
"{03-2004-0411}","E.I. DUPONT DE NEMOURS AND COMPANY (FOR ITSELF AND","DuPont Co",
"{03-2007-0033}","E.I. duPont de Nemours and Company","DuPont Co",
"{05-2003-0424,05-2005-0638}","E.I. DUPONT DE NEMOURS AND COMPANY","DuPont Co",
"{03-2004-0068,04-2004-9041}","E.I. DUPONT DE NEMOURS & COMPANY","DuPont Co",
"{02-2004-2011}","E.I. duPont de Nemours & Co.","DuPont Co",
"{02-2009-2006}","E.I. Dupont De Nemours & Co.","DuPont Co",
"{04-2003-9002}","E.I. DUPONT DE NEMOURS","DuPont Co",
"{02-2007-2009}","E.I. du Pont de Nemours and Company","DuPont Co",
"{09-2005-0275}","E.I. Du Pont De Nemours and Company","DuPont Co",
"{05-2007-0832,03-2004-0087,04-2005-9033}","E.I. DU PONT DE NEMOURS AND COMPANY","DuPont Co",
"{02-2001-2001}","E.I. DU PONT DE NEMOURS AND CO","DuPont Co",
"{03-2004-0087}","E.I DUPONT DE NEMOURS AND COMPANY","DuPont Co",
"{03-2007-0039}","E.I du Pont de Nemours & Company","DuPont Co",
"{02-2005-0016}","E. I. DUPONT DE NEMOURS & CO.","DuPont Co",
"{HQ-2004-5108}","E. I. du Pont de Nemours and Company (DuPont)","DuPont Co",
"{05-2006-0738}","E. I. DU PONT DE NEMOURS AND CO. INC.","DuPont Co",
"{03-2010-0231}","E I DUPONT DE NEMOURS AND COMPANY","DuPont Co",
"{01-2004-0005}","E I DUPONT DE NEMOURS & CO","DuPont Co",
"{02-2009-2006}","Duquense Light Co.","Duquesne Light Co",
"{05-2003-0351}","DUPONT FORT HILL PLANT","DuPont Co",
"{02-2007-2006}","Dupont Company","DuPont Co",
"{02-2004-0006}","DuPont Company","DuPont Co",
"{02-2002-1009}","Dupont Chemicals Chambers Works","DuPont Co",
"{05-2008-9908}","DU PONT","DuPont Co",
"{05-2009-1019}","DREYERS GRAND ICE CREAM, INC.","Dreyers Grand Ice Cream",
"{09-2003-0225}","Dresser Industries","Dresser Industries","Halliburton Co"
"{07-2001-0304}","DRESSER INDUSTRIES","Dresser Industries","Halliburton Co"
"{02-2004-0006}","Dow Chemical Company, (THE)","Dow Chemical",
"{02-2007-2006}","Dow Chemical Company (The)","Dow Chemical",
"{06-2005-2788,05-2010-1014}","Dow Chemical Company","Dow Chemical",
"{05-2009-1017}","DOW CHEMICAL COMPANY","Dow Chemical",
"{05-2006-0738}","DOW CHEMICAL CO. FOR MARRETELL","Dow Chemical",
"{06-2005-0906}","Dow Chemical","Dow Chemical",
"{05-2002-0369}","DOW CHEMICAL","Dow Chemical",
"{06-2001-5168}","DONOHUE INDUSTRIES INC.","Donohue Industries",
"{08-2007-0107}","Dominion Exploration and Production Company","Dominion Exploration & Production","Dominion Resources"
"{01-2008-2021}","DOMINION ENERGY BRAYTON POINT","Dominion Resources",
"{04-2001-9026,04-2004-3751}","DOLLAR RENT A CAR","Dollar Rent a Car","Dollar Thrifty Automotive Group"
"{02-2008-2016}","Digital Equipment Corp.","Digital Equipment Corp","Hewlett-Packard"
"{09-2005-0067}","Department of the Navy","US Navy","US Dept of Defense"
"{09-2007-0073}","Department of the Interior","US Dept of the Interior",
"{03-2003-0136}","Department of the Army US Army Corps of Engineers","US Army","US Dept of Defense"
"{09-2005-0067}","Department of the Army","US Army","US Dept of Defense"
"{09-2005-0067}","Department of the Air Force","US Air Force","US Dept of Defense"
"{09-2007-0073}","Department of Energy (Sandia)","US Dept of Energy",
"{09-2007-0073}","Department of Energy (LLNL)","US Dept of Energy",
"{05-2004-0524}","DEPARTMENT OF ENERGY","US Dept of Energy",
"{09-2005-0067}","Department of Defense (DOD)","US Dept of Defense",
"{01-2004-0014}","DEPARTMENT OF DEFENSE","US Dept of Defense",
"{04-2002-3774}","Delta Petroleum and Industrial, Inc.","Delta Petroleum",
"{04-2004-3751}","DELTA AIRLINES","Delta Airlines",
"{01-2004-0014}","DELTA AIR LINES INC","Delta Airlines",
"{04-2004-9006}","DEL MONTE PLANT #106","Del Monte Foods",
"{09-2005-0134}","Del Monte Fresh Produce Corporation","Del Monte Foods",
"{09-2006-0081}","Del Monte Foods","Del Monte Foods",
"{04-2004-9006}","DEL MONTE CORPORATION","Del Monte Foods",
"{02-2009-2006}","Deere & Company","Deere & Co",
"{07-2001-0304}","DEBRUCE GRAIN","Debruce Grain",
"{03-2001-0427}","DAVID TAYLOR RESEARCH CENTER-DEPT OF NAV","US Navy","US Dept of Defense"
"{01-2009-5555}","DANAHER","Danaher Corp",
"{07-2001-0304}","DAIRYLAND POWER COOPERATIVE","Dairyland Power Cooperative",
"{EF-2004-4999}","DaimlerChrysler Corporation","DaimlerChrysler",
"{03-2004-0087}","DAIMLERCHRYSLER CORPORATION","DaimlerChrysler",
"{02-2003-2012}","DaimlerChrysler Corp.","DaimlerChrysler",
"{05-2003-0415}","DAIMLERCHRYSLER","DaimlerChrysler",
"{05-2004-0524}","DAIMLER-CHRYSLER CORPORATION","DaimlerChrysler",
"{05-2003-0445}","DAIMLER-CHRYSLER","DaimlerChrysler",
"{03-2004-0411,03-2004-0411}","DAIMLER CHRYSLER CORPORATION","DaimlerChrysler",
"{05-2005-4537}","DAIMLER CHRYSLER CORP - COMPB","DaimlerChrysler",
"{05-2001-0401}","DAIMLER CHRYSLER COPRORATION","DaimlerChrysler",
"{01-2001-0176}","CVS NEW YORK INC","CVS New York","CVS/Caremark Corp"
"{01-2001-0176}","CVS CORPORATION","CVS/Caremark Corp",
"{02-2004-2011}","Curtiss-Wright Corp.","Curtiss-Wright Corp",
"{02-2001-2001}","CURTISS-WRIGHT CORP","Curtiss-Wright Corp",
"{07-2001-0304}","CUMMINS ENGINE COMPANY, INC","Cummins Engine Co","Cummins Inc"
"{07-2001-0304}","CUMMINS ENGINE COMPANY, INC","Cummins Engine Co","Cummins Inc"
"{EF-2008-0021}","Cummins Engine Company","Cummins Engine Co","Cummins Inc"
"{EF-2008-0021}","Cummins Engine Company","Cummins Engine Co","Cummins Inc"
"{05-2003-0405}","CUMMINS ENGINE CO.","Cummins Engine Co","Cummins Inc"
"{05-2003-0405}","CUMMINS ENGINE CO.","Cummins Engine Co","Cummins Inc"
"{04-2006-3758,03-2006-0051,04-2009-3762,05-2006-0703}","CSX TRANSPORTATION, INC.","CSX Transportation","CSX Corp"
"{03-2001-0427}","CSX TRANSPORTATION, INC","CSX Transportation","CSX Corp"
"{05-2005-0630}","CSX TRANSPORTATION INC.","CSX Transportation","CSX Corp"
"{04-2003-9004}","CSX TRANSPORTATION","CSX Transportation","CSX Corp"
"{03-2006-0051}","CSX REALTY DEVELOPMENT, LLC","CSX Realty Development","CSX Corp"
"{05-2001-0420}","CROWN CORK AND SEAL COMPANY INC.","Crown Cork & Seal",
"{05-2004-0524}","CROWN CORK & SEAL CORPORATION","Crown Cork & Seal",
"{02-2005-0016}","CROWN CORK & SEAL COMPANY, INC.","Crown Cork & Seal",
"{02-2009-2006}","Crown Cork & Seal Co., Inc.","Crown Cork & Seal",
"{05-2002-0369}","CROWN CORK & SEAL CO INC","Crown Cork & Seal",
"{09-2004-0357}","Crown Cork & Seal","Crown Cork & Seal",
"{02-2009-2006}","Cray, Inc.","Cray Inc",
"{09-2003-0084}","Crane Company","Crane Co",
"{04-2005-3778}","CP&L aka CAROLINA POWER & LIGHT COMPANY","Carolina Power & Light","Progress Energy"
"{01-2007-0507}","COVANTA HAVERHILL INC","Covanta Haverhill","Covanta Energy Corp"
"{01-2006-0203}","COVANTA HAVERHILL","Covanta Haverhill","Covanta Energy Corp"
"{02-2007-2009,02-2004-2011}","Covanta Essex Company","Covanta Essex","Covanta Energy Corp"
"{07-2004-0256}","COULSON OIL COMPANY, INC","Coulson Oil",
"{09-2005-0067}","Corps of Engieers (Army Corps)","US Army Corps of Engineers","US Dept of Defense"
"{01-2009-5555}","CORNING INCORPORATED","Corning Inc",
"{02-2009-2006}","Core Laboratories","Core Laboratories",
"{03-2009-0202}","COOPER INDUSTRIES, LTD","Cooper Industries",
"{04-2004-9006}","COOPER INDUSTRIES, LLC","Cooper Industries",
"{04-2003-3504,04-2005-9033}","COOPER INDUSTRIES, INC.","Cooper Industries",
"{09-2005-0005}","Cooper Industries Inc.","Cooper Industries",
"{03-2001-0427}","COOPER INDUSTRIES","Cooper Industries",
"{03-2004-0088}","CONSTELLATION POWER SOURCE GENERATION, INC.","Constellation Power Source Generation","Constellation Energy"
"{03-2006-0051}","CONSTELLATION POWER SOURCE GENERATION, INC","Constellation Power Source Generation","Constellation Energy"
"{02-2009-2006}","Consolidated Edison Company of New York, Inc.","Consolidated Edison of New York","Consolidated Edison Inc"
"{03-2001-0427}","CONSOLIDATED EDISON COMPANY OF NEW YORK","Consolidated Edison of New York","Consolidated Edison Inc"
"{03-2001-0427}","CONRAIL","Conrail Inc","Norfolk Southern"
"{03-2004-0087}","CONOCOPHILLIPS COMPANY (FORMERLY CONOCO, INC)","ConocoPhillips",
"{03-2004-0087}","CONOCOPHILLIPS COMPANY (FORMERLY CONOCO, INC)","ConocoPhillips",
"{03-2007-0033,10-2004-0217,09-2005-0275}","ConocoPhillips Company","ConocoPhillips",
"{04-2007-3759,10-2007-0205,04-2003-9004}","CONOCOPHILLIPS COMPANY","ConocoPhillips",
"{02-2009-2006}","ConocoPhillips Co.","ConocoPhillips",
"{06-2004-2313,02-2004-0014}","ConocoPhillips","ConocoPhillips",
"{04-2006-3758}","CONOCOPHILLIPS","ConocoPhillips",
"{09-2002-0183}","Conoco, Inc.","Conoco Inc","DuPont Co"
"{04-2006-3797,08-2001-0176}","CONOCO, INC.","Conoco Inc","DuPont Co"
"{03-2006-0272,07-2005-0408}","CONOCO PHILLIPS COMPANY","ConocoPhillips",
"{09-2004-0362}","Conoco Philips Company","ConocoPhillips",
"{06-2002-3717}","CONOCO INCORPORATED","Conoco Inc","DuPont Co"
"{05-2005-5003}","CONOCO INC. - WOOD RIVER PRODUCTS TERMINA","Conoco Inc","DuPont Co"
"{07-2001-0304}","CONOCO INC","Conoco Inc","DuPont Co"
"{02-2005-0025}","ConAgra Grocery Products Company, Inc.","ConAgra Grocery Products","ConAgra Foods"
"{02-2005-0025}","ConAgra Grocery Products Company, Inc.","ConAgra Grocery Products","ConAgra Foods"
"{02-2006-0028}","ConAgra Grocery Products Company Inc","ConAgra Grocery Products","ConAgra Foods"
"{02-2006-0028}","ConAgra Grocery Products Company Inc","ConAgra Grocery Products","ConAgra Foods"
"{05-2002-0369}","CON-AGRA INC","ConAgra Foods",
"{02-2009-2006}","Con Agra Foods, Inc.","ConAgra Foods",
"{01-2002-0186}","COMPAQ COMPUTER CORPORATION (WHOLELY OWNED BY HP)","Compaq Computer","Hewlett-Packard"
"{09-2003-0225}","Compaq Computer Corporation","Compaq Computer","Hewlett-Packard"
"{01-2004-2103}","COMMONWEALTH OF MASSACHUSETTS","Commonwealth of Massachusetts",
"{05-2001-0420}","COMMONWEALTH EDISON COMPANY (""COMED"")","Commonwealth Edison","Exelon Corp"
"{05-2007-0822}","COMMONWEALTH EDISON COMPANY","Commonwealth Edison","Exelon Corp"
"{02-2009-2006}","Commercial Metals Co.","Commercial Metals Co",
"{02-2007-2006,02-2008-2011}","Columbia University","Columbia University",
"{02-2009-2006}","Colorado Dept. of Public Health","Colorado Dept of Public Health","State of Colorado"
"{04-2008-5135}","COLONIAL PIPELINE COMPANY","Colonial Pipeline Co","Koch Industries"
"{02-2003-2012}","Colonial Pipeline Co.","Colonial Pipeline Co","Koch Industries"
"{04-2001-9049}","COLGATE-PALMOLIVE CO.","Colgate-Palmolive Co",
"{02-2001-2001}","COLGATE-PALMOLIVE CO","Colgate-Palmolive Co",
"{10-2006-0306}","Coeur Alaska Inc","Coeur Alaska Inc","Coeur d Alene Mines Corp"
"{04-2004-3751}","COCA-COLA ENTERPRISES, INC.","Coca-Cola Enterprises",
"{04-2004-3751}","COCA-COLA ENTERPRISES, INC.","Coca-Cola Enterprises",
"{01-2007-0507}","COCA-COLA ENTERPRISES INC","Coca-Cola Enterprises",
"{01-2007-0507}","COCA-COLA ENTERPRISES INC","Coca-Cola Enterprises",
"{01-2006-0203}","COCA-COLA ENTERPRISES","Coca-Cola Enterprises",
"{01-2006-0203}","COCA-COLA ENTERPRISES","Coca-Cola Enterprises",
"{04-2004-3751}","COCA-COLA COMPANY","Coca-Cola Co",
"{05-2001-0420}","COCA-COLA BOTTLING CO. OF CHICAGO","Coca-Cola Bottling of Chicago","Coca-Cola Enterprises"
"{05-2001-0420}","COCA-COLA BOTTLING CO. OF CHICAGO","Coca-Cola Bottling of Chicago","Coca-Cola Enterprises"
"{09-2005-0275}","CNF Inc.","CNF Inc",
"{04-2007-3759}","CNA HOLDINGS, INC. (fka HOECHST CELANESE)","CNA Holdings","Hoechst Celanese Corp"
"{02-2004-0006}","CNA Holdings, Inc.","CNA Holdings","Hoechst Celanese Corp"
"{04-2009-3752,04-2004-9006}","CNA HOLDINGS, INC.","CNA Holdings","Hoechst Celanese Corp"
"{02-2008-2011}","CNA Holdings, Inc","CNA Holdings","Hoechst Celanese Corp"
"{02-2007-2006}","CNA Holdings Inc","CNA Holdings","Hoechst Celanese Corp"
"{02-2001-2001}","CNA HOLDINGS INC","CNA Holdings","Hoechst Celanese Corp"
"{04-2002-9002}","CNA HOLDING","CNA Holdings","Hoechst Celanese Corp"
"{05-2005-0612}","CMS LAND COMPANY","CNA Holdings","Hoechst Celanese Corp"
"{09-2003-0225}","CMS Energy Corporation","CMS Energy",
"{09-2003-0225}","CMS Energy Corporation","CMS Energy",
"{03-2001-0427}","CLEAR CHANNEL OUTDOOR, INC","Clear Channel Outdoor","Clear Channel Communications"
"{10-2006-0364,10-2006-0103,10-2009-0084}","City of Seattle","City of Seattle, WA",
"{09-2002-0062,09-2003-0022,09-2004-0357,09-2002-0071}","City of San Diego","City of San Diego, CA",
"{09-2010-1561,09-2009-2527}","City of Oakland","City of Oakland, CA",
"{07-2009-0178}","CITY OF OAKLAND","City of Oakland, CA",
"{02-2009-2006}","City of Minneapolis","City of Minneapolis, MN",
"{09-2006-0081}","Cintas Corporation","Cintas Corp",
"{05-2009-1019}","CINTAS CORPORATION","Cintas Corp",
"{03-2004-0411}","CIBA-SPECIALTY CHEMICALS CORPORATION","Ciba Specialty Chemicals","Ciba Corp"
"{02-2008-2011,02-2009-2006,02-2007-2006,02-2004-0006}","Ciba Specialty Chemicals Corporation","Ciba Specialty Chemicals","Ciba Corp"
"{02-2004-0006,02-2007-2006,02-2009-2006,02-2008-2011}","Ciba Specialty Chemicals Corporation","Ciba Specialty Chemicals","Ciba Corp"
"{03-2004-0087}","CIBA SPECIALTY CHEMICALS CORPORATION","Ciba Specialty Chemicals","Ciba Corp"
"{03-2004-0087}","CIBA SPECIALTY CHEMICALS CORPORATION","Ciba Specialty Chemicals","Ciba Corp"
"{02-2004-2027}","Ciba Specialty Chemicals Corp.","Ciba Specialty Chemicals","Ciba Corp"
"{02-2004-2027}","Ciba Specialty Chemicals Corp.","Ciba Specialty Chemicals","Ciba Corp"
"{02-2001-0026}","CIBA SPECIALTY CHEMICALS CORP","Ciba Specialty Chemicals","Ciba Corp"
"{02-2001-0026}","CIBA SPECIALTY CHEMICALS CORP","Ciba Specialty Chemicals","Ciba Corp"
"{01-2009-5555}","CIBA CORPORATION & NOVARTIS CORPORATION","Novartis Corp","Novartis AG"
"{01-2009-0533,01-2009-0533}","CIANBRO CORPORATION","Cianbro Corp",
"{04-2004-9006}","CHINA LAKE NAVAL WEAPONS CENTER","US Navy","US Dept of Defense"
"{09-2005-0275}","Childrens Hospital Los Angeles","Childrens Hospital Los Angeles",
